,Drug_ID,Drug,Y,property
1068,1068,O=P(O)(NCCCO)N(CCCl)CCCl,1,1
1069,1069,O=CNc1ccccc1,0,1
1070,1070,Fc1ccc2ncccc2c1,1,1
1071,1071,CN=[N+](C)[O-],1,1
1072,1072,CCC(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
1073,1073,CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,1,1
1074,1074,c1scc2c1-c1cscc1C1OC21,1,1
1075,1075,OC1C=Cc2c(ccc3cccnc23)C1O,1,1
1076,1076,c1ccc2cc3c(ccc4ccncc43)cc2c1,1,1
1077,1077,Nc1cccc2cccc(N)c12,1,1
1078,1078,SCc1ccccc1,0,1
1079,1079,Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1,1,1
1080,1080,O=S1(=O)OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,1,1
1081,1081,CC(=O)Nc1ccc(C)cc1,1,1
1082,1082,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1/C=C/Br,0,1
1083,1083,N#Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,1
1084,1084,C=CC(=O)OC(C)(C)C,0,1
1085,1085,Nc1c(S(=O)(=O)O)cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O,0,1
1086,1086,CCCC[C@@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,1,1
1087,1087,O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr,1,1
1088,1088,CCc1nc2ccc(NC)c(C)c2nc1CC,1,1
1089,1089,CC(C)(Br)C(=O)NCc1ccccc1,0,1
1090,1090,NC(=O)NO,1,1
1091,1091,CNc1ccc2ccc3ccc(O)cc3c2c1,1,1
1092,1092,O=C(CBr)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1,1
1093,1093,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,0,1
1094,1094,O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O,1,1
1095,1095,Oc1cc(Cl)cc(Cl)c1,0,1
1096,1096,ClCc1c2ccccc2cc2ccccc12,1,1
1097,1097,C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12,0,1
1098,1098,Nc1cc(N)c(-c2ccccc2)c([N+](=O)[O-])c1,1,1
1099,1099,c1cc2c3c(cccc3c1)[C@H]1N[C@@H]21,1,1
1100,1100,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1,1
1101,1101,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0,1
1102,1102,c1ccsc1,0,1
1103,1103,CBr,1,1
1104,1104,CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,0,1
1105,1105,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CCCCl,0,1
1106,1106,CCCCCC(=O)/N=c1\sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12,1,1
1107,1107,Cc1ccc2cc([N+](=O)[O-])ccc2c1,1,1
1108,1108,O=[N+]([O-])c1cc[n+]([O-])cc1,1,1
1109,1109,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0,1
1110,1110,c1ccc2c(c1)ccc1cc3cnccc3cc12,1,1
1111,1111,ClNc1ccc2c(c1)Cc1ccccc1-2,1,1
1112,1112,O=[N+]([O-])c1cnc2c(c1)nc1ccccn12,1,1
1113,1113,Cc1ccc(C)c2c1[nH]c1ccccc12,1,1
1114,1114,C/C=C1/C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,1,1
1115,1115,O=C1c2ccccc2-c2cc([N+](=O)[O-])ccc21,1,1
1116,1116,Nc1ccc2c(c1)Cc1ccccc1-2,1,1
1117,1117,CN(C)c1ccc(N=Nc2ccc3[nH]ncc3c2)cc1,1,1
1118,1118,BrCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,1
1119,1119,COC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1,1,1
1120,1120,Cc1cc(C)c2c(ccc3ccccc32)c1,1,1
1121,1121,Nc1cc([N+](=O)[O-])ccc1C(=O)O,1,1
1122,1122,CC(O)C(C)O,0,1
1123,1123,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C)cccc21,0,1
1124,1124,Nc1cc(N)c(N=Nc2ccc(S(=O)(=O)O)cc2)cc1N=Nc1ccc(-c2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)cc1,1,1
1125,1125,C[N+]1([O-])CC=C(c2ccccc2)CC1,0,1
1126,1126,CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O,1,1
1127,1127,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@H]1[C@H]6[C@@H]5C[C@@H]43,0,1
1128,1128,CNc1c(C)cc2ncccc2c1N,0,1
1129,1129,O=C(O)c1cc(Cl)ccc1O,0,1
1130,1130,Cc1cc(S(=O)(=O)O)c2c(C)ccc(C(C)C)cc1-2,0,1
1131,1131,COc1ccc([N+](=O)[O-])cc1,1,1
1132,1132,O=C1CCCc2c1ccc1c2ccc2ccccc21,1,1
1133,1133,Nc1cccc(N)c1,1,1
1134,1134,O=NN1CCN(N=O)CC1,1,1
1135,1135,C[N+](C)(C)Cc1ccccc1,0,1
1136,1136,O=C=Nc1cccc2c(N=C=O)cccc12,0,1
1137,1137,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,1,1
1138,1138,C1CSCCS1,1,1
1139,1139,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,1,1
1140,1140,O=CC(Cl)(Cl)Cl,1,1
1141,1141,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1,1
1142,1142,Nc1ccc2ncccc2c1,0,1
1143,1143,OC(=S)c1ccccc1,0,1
1144,1144,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,1,1
1145,1145,O=C(O)C(O)C(O)C(O)C(O)CO,0,1
1146,1146,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc(O)cc1,1,1
1147,1147,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,1,1
1148,1148,O=c1[nH]c(=O)[nH]c(=O)[nH]1,0,1
1149,1149,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1,0,1
1150,1150,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,1
1151,1151,O=NN1CCC[C@H](O)C1,1,1
1152,1152,O=C(CCl)c1ccc(Cl)cc1Cl,1,1
1153,1153,Nc1ccc2cccc3c2c1-c1ccccc1-3,1,1
1154,1154,CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,1,1
1155,1155,C1CC2OC2CC1COCC1CCC2OC2C1,1,1
1156,1156,CC1(c2ccccc2)C(=O)c2ccccc2N1O,0,1
1157,1157,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,1,1
1158,1158,COc1cc(OC)c2c(c1)OC1OC=CC21,1,1
1159,1159,C[n+]1cccc2c1C=C[C@H]1O[C@@H]21,1,1
1160,1160,CN=NNC,1,1
1161,1161,Cc1cc2ncccc2c2nc(N=[N+]=[N-])n(C)c12,1,1
1162,1162,COC(=O)C1=C(C)N=C(C)C(=C(O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,0,1
1163,1163,O=c1c(=O)c2cc3ccccc3c3ccc4cccc1c4c23,1,1
1164,1164,Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1,1,1
1165,1165,CN(C)C(=S)N(C)C,0,1
1166,1166,C=C=O,1,1
1167,1167,[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,0,1
1168,1168,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,0,1
1169,1169,Fc1cnc2c(ccc3ncc(F)cc32)c1,0,1
1170,1170,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0,1
1171,1171,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,1
1172,1172,O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,1,1
1173,1173,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OCCOCCO)CCC4(C)C3CCC12C,0,1
1174,1174,CC(=O)Nc1ccc(Oc2ccc(N(O)C=O)cc2)cc1,1,1
1175,1175,O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1,1,1
1176,1176,O[C@@H]1c2ccccc2-c2cc3c(ccc4ccccc43)nc2[C@H]1O,0,1
1177,1177,CC(C)CN(CC(C)C)CC(C)C,0,1
1178,1178,O=[N+]([O-])c1cc2c([nH]c3ccccc32)c([N+](=O)[O-])c1O,1,1
1179,1179,BrCc1ccc(Br)cc1,0,1
1180,1180,CNc1nc2c3cccnc3ccc2n1C,1,1
1181,1181,Nc1nc2c(s1)CCC1NCCCC21,0,1
1182,1182,O=C(O)[C@@H](O)[C@H](O)C(=O)O,0,1
1183,1183,O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,1,1
1184,1184,c1ccc2[nH]c(-c3cscn3)nc2c1,1,1
1185,1185,CCCCOc1ccc(CC(=O)NO)cc1,1,1
1186,1186,O=[N+]([O-])c1nc2ccccc2[nH]1,1,1
1187,1187,Cc1cccn2c1nc1ccc(N)nc12,1,1
1188,1188,O=[N+]([O-])c1ccc2c(c1)cc([N+](=O)[O-])c1ccc([N+](=O)[O-])cc12,1,1
1189,1189,NC(=O)c1cccc([N+](=O)[O-])c1,1,1
1190,1190,Cc1ccc2oc(=O)ccc2c1,0,1
1191,1191,ONc1ccccc1,1,1
1192,1192,Cc1ccc(NO)cc1,1,1
1193,1193,COc1ccccc1[N+](=O)[O-],1,1
1194,1194,CC(C)(C)C1=CC(=CC=C2C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)C=C(C(C)(C)C)C1=O,0,1
1195,1195,CC1=C(O)C(=O)CO1,1,1
1196,1196,COC(=O)c1cc(Cc2ccc(N)c(C(=O)OC)c2)ccc1N,1,1
1197,1197,O=[N+]([O-])c1ccc(CNCCO)o1,1,1
1198,1198,COc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(C(C)(C)C)c1,1,1
1199,1199,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0,1
1200,1200,COc1cc(CCC(C)=O)ccc1O,0,1
1201,1201,CN[C@H](C)[C@@H](O)c1ccccc1,0,1
1202,1202,NCCc1ccc(O)c(O)c1,1,1
1203,1203,CCCC/C=C/C=O,1,1
1204,1204,CC1=CC(O)C2CC1C2(C)C,0,1
1205,1205,ICCc1ccc(OCc2ccccc2)cc1,1,1
1206,1206,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1cc(OC)c(OC)c(OC)c1,1,1
1207,1207,C=CC(=O)N1CCN(c2ccccc2)CC1,0,1
1208,1208,CC(=O)c1ccc([N+](=O)[O-])s1,1,1
1209,1209,CC1c2ccccc2-c2ccccc21,1,1
1210,1210,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0,1
1211,1211,C=COC,0,1
1212,1212,O=C(O)C(Cl)Cl,1,1
1213,1213,O=C1c2ccccc2-c2cccc3cccc1c23,1,1
1214,1214,CCOCN(C(=O)CCl)c1c(C)cccc1CC,0,1
1215,1215,O=[N+]([O-])c1ccccc1S(=O)(=O)O,0,1
1216,1216,CCCCCCC(=O)OCC,0,1
1217,1217,CC(C)(Cl)OC(C)(C)Cl,1,1
1218,1218,CCOc1ccc(N=[N+]([O-])c2ccc(OCC)cc2)cc1,0,1
1219,1219,Oc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1,1,1
1220,1220,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc([N+](=O)[O-])c21,1,1
1221,1221,Cc1ccc2c(c1)C1C(=N2)N(C)c2ccccc2C1C,1,1
1222,1222,CC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1,1
1223,1223,CC(=O)Nc1ccc(C(=O)CCl)cc1,1,1
1224,1224,O=C(CCl)NCO,0,1
1225,1225,COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,0,1
1226,1226,c1ccc2c3c(ccc2c1)Cc1c(ccc2ccccc12)C3,1,1
1227,1227,O=S(O)c1ccc(Cl)cc1,0,1
1228,1228,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0,1
1229,1229,Oc1ccccc1-c1nc2ccccc2o1,0,1
1230,1230,CC(C)CN(C(=O)CCCl)c1snc2ccccc12,0,1
1231,1231,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,1,1
1232,1232,COP(=O)(OC)C(OC(=O)CCl)C(Cl)(Cl)Cl,0,1
1233,1233,CCCCN(CCC(=O)O)N=O,1,1
1234,1234,Clc1ccc2c(c1)oc1ccccc12,1,1
1235,1235,NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,1
1236,1236,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,1,1
1237,1237,O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,1,1
1238,1238,O=[N+]([O-])c1cc(NS(=O)(=O)c2cccc3cccnc23)ccc1Cl,0,1
1239,1239,CC(=O)N(O)c1ccc([N+](=O)[O-])cc1,1,1
1240,1240,CCCCCCCCCC(=O)O,0,1
1241,1241,NC(CSC(F)(F)C(F)Cl)C(=O)O,0,1
1242,1242,COc1c2ccoc2c(OC)c2oc(=O)ccc12,0,1
1243,1243,CNC(=O)Oc1cccc2c1OC(C)(C)C2,0,1
1244,1244,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0,1
1245,1245,Nc1ccc(Cl)c(Cl)c1Cl,0,1
1246,1246,C=C/C=C\C,0,1
1247,1247,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1,1
1248,1248,Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,0,1
1249,1249,CCc1c(O)ccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,1
1250,1250,CC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,1
1251,1251,Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],1,1
1252,1252,Cc1cc(N=Nc2ccc(S(=O)(=O)O)cc2)c(N)cc1N,1,1
1253,1253,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,1,1
1254,1254,Nc1cc2c3c(cccc3c1)-c1ccccc1-2,1,1
1255,1255,Cc1cc2c(C)c3ccccc3nc2c2ccccc12,1,1
1256,1256,O=C1CSC(=S)N1,0,1
1257,1257,CC(C)(C)OC(=O)O/N=C(\C#N)c1ccccc1,0,1
1258,1258,O=[N+]([O-])c1ccc(-c2cscn2)o1,1,1
1259,1259,N=C(N)NN=C(/C=C\c1ccc([N+](=O)[O-])o1)/C=C\c1ccc([N+](=O)[O-])o1,1,1
1260,1260,Clc1ccc(Cl)c(Cl)c1,0,1
1261,1261,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,0,1
1262,1262,COc1cccc(CN(C)N=O)c1,1,1
1263,1263,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1,1,1
1264,1264,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,1
1265,1265,CC(=O)Oc1cccc2cccnc12,0,1
1266,1266,CC(=O)C(=O)c1ccccc1,0,1
1267,1267,Cc1ccc2cc3ccccc3c(C)c2c1,1,1
1268,1268,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0,1
1269,1269,CC(C)S,0,1
1270,1270,Clc1cccc2cc3ccccc3cc12,0,1
1271,1271,CC(=O)Nc1ccc2ccc3c(O)ccc4ccc1c2c43,1,1
1272,1272,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,0,1
1273,1273,CC(=O)N(O)c1ccc(Cl)c(Cl)c1,0,1
1274,1274,O=C(NCc1ccccc1)C(Cl)c1ccccc1,1,1
1275,1275,C[C@@H](O)[C@@H](N)[C@H](O)[C@H](O)C=O,0,1
1276,1276,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0,1
1277,1277,O=Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0,1
1278,1278,c1ccc(C2OC2c2ccccc2)cc1,0,1
1279,1279,OCc1cc2cccc3ccc4cc5ccccc5c1c4c32,0,1
1280,1280,OC1c2ccc3c4c(ccc3c2C2OC2C1O)CCC4,1,1
1281,1281,Cc1nccc2c1[nH]c1ccccc12,1,1
1282,1282,CCN(CC[N+](C)(C)C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,1,1
1283,1283,COc1ccc(O)cc1,0,1
1284,1284,CN1CCc2c1ccc1ccc3ccc(O)cc3c21,1,1
1285,1285,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCC=C4,1,1
1286,1286,c1ccc2[nH]cnc2c1,0,1
1287,1287,O=C(O)CCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,1
1288,1288,COP(=O)(OC)SC,0,1
1289,1289,CCc1ccnc2ccccc12,0,1
1290,1290,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0,1
1291,1291,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,1
1292,1292,Nc1ccc(/C=C/C(=O)O)cc1,0,1
1293,1293,Cc1ccc(C)c(C)c1,0,1
1294,1294,ONc1ccc(Oc2ccccc2)cc1,1,1
1295,1295,NC(Cc1ccccc1)C(=O)O,0,1
1296,1296,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1,1
1297,1297,Cc1cc2c(O)cccc2c2cc3ccccc3cc12,1,1
1298,1298,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C,0,1
1299,1299,O=[N+]([O-])c1ccc2cccc3c2c1C=C3,1,1
1300,1300,O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O,1,1
1301,1301,Cc1c(O)cccc1O,0,1
1302,1302,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1,1
1303,1303,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(N=[N+]=[N-])ccc12,1,1
1304,1304,Nc1cccc2nc3cccc(N)c3nc12,0,1
1305,1305,CCc1cnccn1,0,1
1306,1306,Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1,1
1307,1307,O=C(O)/C(Cl)=C(/CCl)C(Cl)Cl,1,1
1308,1308,Nc1ccc(C=O)cc1,0,1
1309,1309,O=S(=O)(O)ONNCCc1ccccc1,1,1
1310,1310,O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1,1,1
1311,1311,CC(=O)Nc1cccc2ncccc12,0,1
1312,1312,COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,1,1
1313,1313,CCOc1cccc2cccnc12,0,1
1314,1314,CCOC(=O)CCl,0,1
1315,1315,C#CCOCC[n+]1ccccc1/C=N/O,0,1
1316,1316,O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1,1,1
1317,1317,Cn1c(N)nc2cc(O)ccc21,0,1
1318,1318,CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21,1,1
1319,1319,O=[N+]([O-])c1cnc(CO)n1CCO,1,1
1320,1320,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,1
1321,1321,CCN=NC(C)(C)OO,0,1
1322,1322,COC(C)=O,0,1
1323,1323,ClCC(Cl)Cl,0,1
1324,1324,CC1C=C(C=O)C(C=O)C(O)C2CC(C)(C)CC12,0,1
1325,1325,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,1
1326,1326,CC(=O)NN,1,1
1327,1327,Cc1ccc(N)cc1O,1,1
1328,1328,CCCCOC(=O)c1cccc2cccnc12,0,1
1329,1329,CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,1,1
1330,1330,CC(=O)Nc1cc2c(cc1O)-c1ccccc1C2,0,1
1331,1331,C=C(C)C(=O)OCCCCCOC(=O)C(=C)C,0,1
1332,1332,Cc1cc(C)c2ccccc2c1,0,1
1333,1333,CCCCCCCCCCCC[C@H]1CO1,0,1
1334,1334,Cc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0,1
1335,1335,OC1c2ccc3cc4c(ccc5ccccc54)nc3c2C2OC2C1O,1,1
1336,1336,Cc1ccc(N)cc1N=Nc1cc(N)ccc1C,1,1
1337,1337,Cc1ncc2c(n1)CCC2,0,1
1338,1338,CN(C#N)N=O,1,1
1339,1339,c1ccc2occc2c1,0,1
1340,1340,C1N2CN3CN1CN(C2)C3,1,1
1341,1341,C[N@+]1([O-])CCC[C@@H]1c1cccnc1,0,1
1342,1342,NC(=O)c1ccc(N)cc1,0,1
1343,1343,Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,0,1
1344,1344,COc1ccc(C2OC2C)cc1,1,1
1345,1345,c1ccc2c(c1)ccc1c3ccccc3ccc21,1,1
1346,1346,O=[N+]([O-])c1cccc2nscc12,1,1
1347,1347,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,0,1
1348,1348,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0,1
1349,1349,O=[N+]([O-])C1=Cc2cccc3cccc1c23,1,1
1350,1350,CC(=O)OC(C)C,0,1
1351,1351,COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1,1
1352,1352,O=C1c2ccccc2C(=O)c2cc(CO)ccc21,0,1
1353,1353,CCN(CC)c1ccc(N=Nc2cccnc2)cc1,0,1
1354,1354,COCCOC(C)=O,1,1
1355,1355,Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C321,0,1
1356,1356,O=[N+]([O-])c1ccc2ncccc2c1,1,1
1357,1357,Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1,1
1358,1358,O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0,1
1359,1359,CN(C)c1ccc(N=Nc2cccc3ccccc23)cc1,1,1
1360,1360,Cc1cc(N(C)C)ccc1N=Nc1ccccc1,1,1
1361,1361,Nc1c2ccccc2nc2ccc(Cl)cc12,1,1
1362,1362,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1,1
1363,1363,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1,1
1364,1364,O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,1,1
1365,1365,OC1C=Cc2c(cc3c4c(c5ccccc5cc24)-c2ccccc2-3)C1O,1,1
1366,1366,CC(=O)N(O)c1ccc(-c2ccccc2)cc1,1,1
1367,1367,CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,1,1
1368,1368,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1,1
1369,1369,CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,1,1
1370,1370,C[C@H](CO)[N+](=O)[O-],0,1
1371,1371,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,1,1
1372,1372,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0,1
1373,1373,OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,1,1
1374,1374,CCCCCCOC[C@H]1CO1,1,1
1375,1375,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1,1
1376,1376,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0,1
1377,1377,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,0,1
1378,1378,CC1C=Cc2ccc3ccc4ccccc4c3c21,0,1
1379,1379,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,1,1
1380,1380,OC1c2cccc3c2C2(OC2C1O)c1cc2ccccc2cc1-3,1,1
1381,1381,COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2,1,1
1382,1382,CC(=O)c1cc2c(cc1C)C(C)(C)[C@@H](C)C2(C)C,0,1
1383,1383,O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,0,1
1384,1384,O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,0,1
1385,1385,O=C(O)/C=C/Cl,1,1
1386,1386,CC(=O)OCN(N=O)c1ccccc1,1,1
1387,1387,Cn1cccc1,0,1
1388,1388,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1,1
1389,1389,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1,1
1390,1390,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,1,1
1391,1391,Cc1ccc(N)c(S(=O)(=O)O)c1,0,1
1392,1392,Cc1cc(O)nc(S)n1,0,1
1393,1393,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,1,1
1394,1394,CN(C)c1ccc(/C=C/C=O)cc1,0,1
1395,1395,CCO[P@](=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,1,1
1396,1396,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,1,1
1397,1397,COC(=O)C12OC1(C)C(C)OC2=O,1,1
1398,1398,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,1,1
1399,1399,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1,1
1400,1400,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0,1
1401,1401,O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,0,1
1402,1402,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,1,1
1403,1403,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,0,1
